GTIP KODU,AÇIKLAMASI
711711000000,ADİ METALLERDEN KOL DÜĞMELERİ VB. DÜĞMELER; KIYMETLİ METALLERLE KAPLANMIŞ OLSUN OLMASIN
020312190000,EVCİL DOMUZLARIN KEMİKLİ KOL VE KOL PARÇALARI; TAZE VEYA SOĞUTULMUŞ
020322190000,EVCİL DOMUZLARIN KEMİKLİ KOL VE KOL PARÇALARI; DONDURULMUŞ
021011190000,EVCİL DOMUZLARIN KEMİKLİ KOL VE KOL PARÇALARI (TUZLANMIŞ VEYA SALAMURA EDİLMİŞ)
021011390000,EVCİL DOMUZLARIN KEMİKLİ KOL VE KOL PARÇALARI (KURUTULMUŞ VEYA TÜTSÜLENMİŞ)
080270000000,Kola Cevizi (Cola spp.)
080270000000,Kola Cevizi (Cola spp.)
220210000013,Kolalı gazozlar
220210000013,Kolalı gazozlar
401290900000,KAUÇUKTAN DIŞ LASTİKLER İÇİN KOLANLAR
300241902015,Kolera aşısı
300241902015,Kolera aşısı
291819300000,"Kolik asit, 3alfa, 12alfadihodroksi5betakolan24oik asit"
291819300000,"Kolik asit, 3alfa, 12alfadihodroksi5betakolan24oik asit"
294190000018,KOLİMİSİN VE TÜREVLERİ; BUNLARIN TUZLARI
294190000018,KOLİMİSİN VE TÜREVLERİ; BUNLARIN TUZLARI
292310000000,Kolin ve tuzları
292310000000,Kolin ve tuzları
482050000000,KAĞIT VEYA KARTONDAN KOLLEKSİYON VE NUMUNELERİN KONDUĞU ALBÜMLER
850300919012,Kollektörler
850300989012,Kollektörler
850300919012,Kollektörler
850300999012,KOLLEKTÖRLER; DÖKME DEMİR VEYA ÇELİK DÖKÜMDEN OLANLAR HARİÇ
284310100000,Gümüş (Purotargol)
391220110011,"% 12,6'dan az oranda azot içeren ve % 25'den fazla oranda su"
284310900011,Kolloidal altın
284310900011,Kolloidal altın
280200000000,KOLLOİDAL KÜKÜRT; SÜBLİME VEYA ÇÖKTÜRÜLMÜŞ
284310900012,Kolloidal platin
284310900012,Kolloidal platin
380120900000,Diğerleri
853650800016,Kollu şalterler
853650800016,Kollu şalterler
380610000000,Kolofanlar ve reçine asitleri
380610000000,Kolofanlar ve reçine asitleri
380620000000,KOLOFANLARIN VEYA REÇİNE ASİTLERİNİN VEYA  KOLOFAN VEYA REÇİNE ASİDİ TÜREVLERİNİN TUZLARI (KOLOFAN ADÜKTLERİNİN TUZLARI HARİÇ
380620000000,KOLOFANLARIN VEYA REÇİNE ASİTLERİNİN VEYA  KOLOFAN VEYA REÇİNE ASİDİ TÜREVLERİNİN TUZLARI (KOLOFAN ADÜKTLERİNİN TUZLARI HARİÇ
380690009019,Diğerleri
330300900011,Kolonyalar
330300900011,Kolonyalar
620130100014,Kolsuz ceketler
620130900014,Kolsuz ceketler
620140100014,Kolsuz ceketler
620140900014,Kolsuz ceketler
620230100014,Kolsuz ceketler
620230900014,Kolsuz ceketler
620240100014,Kolsuz ceketler
620240900014,Kolsuz ceketler
620290000014,Kolsuz ceketler
620130100014,Kolsuz ceketler
620130900014,Kolsuz ceketler
620140100014,Kolsuz ceketler
620140900014,Kolsuz ceketler
620230100014,Kolsuz ceketler
620230900014,Kolsuz ceketler
620240100014,Kolsuz ceketler
620240900014,Kolsuz ceketler
620290000014,Kolsuz ceketler
830242000011,ADİ METALLERDEN KOLTUK AMÖRTİSÖRLERİ
151620910021,Kolza yağı
151620950011,Kolza yağı
151620910021,Kolza yağı
151620950011,Kolza yağı
901180000019,Diğerleri
901190000000,"Aksam, parça ve aksesuar"
390810000011,Kompaundları
850940000015,GIDA MADDELERİ İÇİN KOMPLE SETLER; EV İŞLERİNDE KULLANILMAYA MAHSUS KENDİNDEN ELEKTRİK MOTORLU ELEKTRO-MEKANİK
841869009100,Komple soğutma tesisleri
841869009100,Komple soğutma tesisleri
283720004014,Kompleks amonyum siyanürler
283720004014,Kompleks amonyum siyanürler
283720004013,Diğer kompleks potasyum siyanürler
283720003019,Diğer kompleks sodyum siyanürleri
283720002011,Kompleks kadmiyum siyanürler
283720002011,Kompleks kadmiyum siyanürler
283720002012,Kompleks kalsiyum siyanürler
283720002012,Kompleks kalsiyum siyanürler
283720004012,KOMPLEKS POTASYUM FERRİSİYANÜR
283720004011,KOMPLEKS POTASYUM FERROSİYANÜR
283720003011,KOMPLEKS SODYUM FERROSİYANÜR
284290809911,Kompleks veya çift fosfatlar
284290809911,Kompleks veya çift fosfatlar
284290809912,Kompleks veya çift karbonatlar
284290809912,Kompleks veya çift karbonatlar
284210000000,KOMPLEKS VEYA ÇİFT SİLİKATLAR (ALUMİNA SİLİKATLAR DAHİL)
284210000000,KOMPLEKS VEYA ÇİFT SİLİKATLAR (ALUMİNA SİLİKATLAR DAHİL)
853590000013,KOMÜLATÖRLER; GERİLİMİ > 1000 V OLAN ELEKTRİK DEVRELERİ İÇİN
853590000013,KOMÜLATÖRLER; GERİLİMİ > 1000 V OLAN ELEKTRİK DEVRELERİ İÇİN
853650800013,Komütatörler
853650800013,Komütatörler
391910801000,"KONDENSASYON VEYA ÇEVRİLME POLİMERİZASYONU ÜRÜNLERİNDEN KENDİNDEN YAPIŞKAN LEVHA, PLAKA, ŞERİT, FİLM, FOLYO; GENİŞLİK <= 20CM"
391910801000,"KONDENSASYON VEYA ÇEVRİLME POLİMERİZASYONU ÜRÜNLERİNDEN KENDİNDEN YAPIŞKAN LEVHA, PLAKA, ŞERİT, FİLM, FOLYO; GENİŞLİK <= 20CM"
391990802000,Kondensasyon veya çevrilme polimerizasyonu ürünlerinden olanlar
391990802000,Kondensasyon veya çevrilme polimerizasyonu ürünlerinden olanlar
391190190000,Diğerleri
848291100000,BİLYALI VEYA MAKARALI YATAKLAR (RULMANLARIN) İÇİN KONİK MAKARALAR
848220000000,Konik makaralı yataklar (rulmanlar) (monte edilmek üzere hazırlanmış konik
848220000000,Konik makaralı yataklar (rulmanlar) (monte edilmek üzere hazırlanmış konik
844859000012,84.47 POZİSYONUNDAKİ MAKİNALAR VEYA BUNLARA YARDIMCI MAKİNALAR İÇİN KONİK ÖRGÜ ÇAPRAZ TARAKLAR
848340231000,KONİK VE KONİK/DÜZ DİŞLİLER VE DİŞLİ SİSTEMLERİ (SÜRTÜNME DİŞLİLERİ HARİÇ); SİVİL HAVA TAŞITLARINDA KULLANILMAYA MAHSUS OLANL
848340239000,Diğerleri
200969510000,Konsantre edilmiş
200969710000,Konsantre edilmiş
220430920000,"DİĞER ÜZÜM ŞIRALARI; KONSANTRE EDİLMİŞ, YOĞUNLUK =< 1.33 GR/M3, ALKOL DERECESİ =< %1"
220430960000,"DİĞER ÜZÜM ŞIRALARI; KONSANTRE EDİLMİŞ, DİĞER"
380400001000,Konsantre edilmiş sülfitli lesivler
350400100000,Bu faslın 1 no'lu ek notunda belirtilmiş olan konsantre süt proteinleri
701090100000,Konserve kavanozları (sterilizasyon kavanozları)
701090100000,Konserve kavanozları (sterilizasyon kavanozları)
853650150012,Kontak akımı 10 A. i geçen rotatif anahtarlar
853650150011,Kontak akımı 10 A. i geçmeyen rotatif anahtarlar
900130000000,Kontak lensler
900130000000,Kontak lensler
330790009011,Kontaktlens veya suni göz solüsyonları
330790009011,Kontaktlens veya suni göz solüsyonları
853649000011,"Anma akımı 170 A.i (anma gücü AC 3, 380 V.da 90 kW.ı) geçmeyen"
853649000012,"Anma akımı 170 A.i (anma gücü AC 3, 380 V.da 90 kW.ı) geçen kon"
730290001000,DEMİR VEYA ÇELİKTEN DEMİRYOLU VE TRAMVAY HATTI İÇİN KONTR-RAYLAR
850152209011,"ÇOK FAZLI ALTERNATİF AKIM (AC) SERVO MOTORLARI; KONTROL ÜNİTESİ VE SÜRÜCÜSÜ İLE BİRLİKTE, 750 W < GÜÇ =< 7,5 KW, SİVİL HAVA T"
441510100011,"BÜYÜK VE KÜÇÜK SANDIK, KAFES SANDIK, SİLİNDİR SANDIKLAR VB AMBALAJLAR; KONTRPLAK VEYA KAPLAMA TAHTASINDAN"
441234000000,"Diğerleri, en az bir dış yüzü 4412.33 alt pozisyonunda"
441239000000,"Diğerleri, her iki dış yüzü de iğne yapraklılardan olanlar"
441231900000,Diğerleri
441231100000,"KONTRPLAKLAR, KAPLAMALI LEVHALAR VB. LAMİNE EDİLMİŞ AĞAÇLAR; EN AZ BİR DIŞ YÜZÜ MERANTİ, SİPO, VB.NDEN, KALINLIK<=6MM"
441210000000,Bambudan olanlar
401120100012,"KAMYON, OTOBÜS İÇİN KAUÇUKTAN KONVANSİYONEL (CROPSSPLY) DIŞ LASTİK; YENİ, YÜKLEME ENDEKSİ =<121"
401120900012,"KAMYON, OTOBÜS İÇİN KAUÇUKTAN KONVANSİYONEL (CROPSSPLY) DIŞ LASTİKLER; YENİ, YÜKLEME ENDEKSİ >121"
401110009013,Konvansiyonel (crossply) dış lastikler
851629500000,HERHANGİ BİR MAHALLİN VE BENZERİ YERLERİN ISITILMASINA MAHSUS KONVEKSİYON TİPİ ELEKTRİKLİ ISITICILAR
220820120000,Konyak
220820620000,Konyak
220820120000,Konyak
220820620000,Konyak
830810000011,ADİ METALLERDEN KOPÇALAR (ÇENGELLİ OLANLAR DAHİL)
390591000000,Kopolimerler
120300000000,Kopra
120300000000,Kopra
690390909013,"KORBORANDUMDAN (SİLİSYUM KARBÜRDEN) ATEŞE DAYANIKLI DİĞER SERAMİK EŞYA (KARNİ, POTAFIRIN, KAPSÜL, TAPA, MESNET, KAL POTASI, K"
690390909013,"KORBORANDUMDAN (SİLİSYUM KARBÜRDEN) ATEŞE DAYANIKLI DİĞER SERAMİK EŞYA (KARNİ, POTAFIRIN, KAPSÜL, TAPA, MESNET, KAL POTASI, K"
580620001000,Elastiki olanlar
580620009000,Diğerleri
580610000019,Dokumaya elverişli diğer maddelerden olanlar
580610000012,"İpekten, buretten veya diğer ipek döküntülerinden olanlar"
580610000011,"KORDELA; SENTETİK VE SUNİ LİFLERDEN VEYA PAMUKTAN YAPILMIŞ KADİFE, PELÜŞ VE TIRTIL MENSUCATTAN"
580640000019,Diğerleri
580640000011,53.03 pozisyonundaki jüt ve bitki iç kabuklarının dokumaya elverişli lifle
580632100019,Diğerleri
580639000019,Diğerleri
580639000011,53.03 pozisyonundaki jüt ve bitki iç kabuklarının dokumaya elverişli lifle
580631000000,KORDELALAR; PAMUKTAN
560500001000,"Kordonlar, sırmalar ve diğer şeritçi ve kaytancı eşyası"
560500001000,"Kordonlar, sırmalar ve diğer şeritçi ve kaytancı eşyası"
851711000000,Kordonsuz ahizeli telli telefon cihazları
851711000000,Kordonsuz ahizeli telli telefon cihazları
080620100000,Korint üzümü
070700900000,Kornişonlar
070700900000,Kornişonlar
621220000000,KORSE VE KORSE PANTOLONLAR (ÖRÜLMÜŞ VEYA KROŞE OLSUN OLMASIN)
621220000000,KORSE VE KORSE PANTOLONLAR (ÖRÜLMÜŞ VEYA KROŞE OLSUN OLMASIN)
392690971000,"Korseler,giyim eşyası veya aksesuarı için balenler ve benzerleri"
293722000000,Kortikosteroidal hormonlarının halojenlenmiş türevleri
293722000000,Kortikosteroidal hormonlarının halojenlenmiş türevleri
293721000011,Kortizon
293721000011,Kortizon
120929800014,Korunga (Onobrychis sativa L.)
120929800014,Korunga (Onobrychis sativa L.)
220410940000,Korunmuş coğrafi işareti (PGI) olanlar
220421070000,Korunmuş coğrafi işareti (PGI) olanlar
220421060000,Korunmuş menşe işareti (PDO) olanlar
650610109000,Diğerleri
621132100012,ERKEK/ERKEK ÇOCUK İÇİN KORUYUCU ELBİSE; PAMUKTAN (ÖRÜLMEMİŞ VEYA KROŞE OLMAYAN)
621133100012,ERKEK/ERKEK ÇOCUK İÇİN KORUYUCU ELBİSE; SENTETİK/SUNİ LİFLERDEN (ÖRÜLMEMİŞ VEYA KROŞE OLMAYAN)
640291100000,"DİĞER AYAKKABILAR; BİLEĞİ ÖRTEN, DIŞ TABANI VE YÜZÜ KAUÇUK VEYA PLASTİK MADDEDEN, KORUYUCU METAL BURUNLU"
640299050000,"DİĞER AYAKKABILAR; DIŞ TABANI VE YÜZÜ KAUÇUK VEYA PLASTİK MADDEDEN, KORUYUCU METAL BURUNLU OLAN"
630790950000,Diğerleri
630790930000,EN 149 standardına uygun FFP maskeler ve partiküllere karşı koruma
392690600000,Koruyucu yüz siperliği
392690600000,Koruyucu yüz siperliği
901890840013,Koter kalemi
901890840013,Koter kalemi
843141000000,"Kovalar, kepçeler, kürekler, kıskaçlar ve kancalar"
843141000000,"Kovalar, kepçeler, kürekler, kıskaçlar ve kancalar"
440341000000,"Koyu kırmızı Meranti, açık kırmızı Meranti ve Meranti Bakau"
441231100000,"KONTRPLAKLAR, KAPLAMALI LEVHALAR VB. LAMİNE EDİLMİŞ AĞAÇLAR; EN AZ BİR DIŞ YÜZÜ MERANTİ, SİPO, VB.NDEN, KALINLIK<=6MM"
440341002000,"KOYU KIRMIZI MERANTİ, AÇIK KIRMIZI MERANTİ, MERANTİ BAKAU (KARE ŞEKLİNDE YONTULMUŞ AĞAÇLAR)"
440341001000,"KOYU KIRMIZI MERANTİ, AÇIK KIRMIZI MERANTİ, MERANTİ BAKAU (YUVARLAK AĞAÇLAR)"
440725100000,KOYU KIRMIZI/AÇIK KIRMIZI MERANTİ VE MERANTİ BAKAU (TROPİKAL) AĞAÇLARINDAN UÇ UCA EKLENMİŞ KERESTE; KALINLIK > 6MM
440725900000,Diğerleri
440725309000,KOYU/AÇIK KIRMIZI MERANTİ VE MERANTİ BAKAU (TROPİKAL) AĞAÇLARINDAN RENDELENMİŞ DİĞER KERESTE; KALINLIK > 6MM
440725301000,KOYU/AÇIK KIRMIZI MERANTİ VE MERANTİ BAKAU (TROPİKAL) AĞAÇLARINDAN RENDELENMİŞ DÖŞEMELİK AHŞAP BLOKLAR; KALINLIK > 6MM
440725500000,KOYU/AÇIK KIRMIZI MERANTİ VE MERANTİ BAKAU (TROPİKAL) AĞAÇLARINDAN ZIMPARALANMIŞ KERESTE; KALINLIK > 6MM
120923800011,Koyun çayır otu (Festuca ovina L.) tohumları
120923800011,Koyun çayır otu (Festuca ovina L.) tohumları
020442500000,But veya yarım but
020680990012,Koyun kuyruğu
020690990012,Koyun kuyruğu
020690990012,Koyun kuyruğu
020680990012,Koyun kuyruğu
150290900012,Koyun ve keçi yağları
020680990019,Koyun ve keçilerin diğer sakatatı
020690990019,Koyun ve keçilerin diğer sakatatı
020690990019,Koyun ve keçilerin diğer sakatatı
020680990019,Koyun ve keçilerin diğer sakatatı
020680990011,Koyun ve keçilerin karaciğerleri
020690990011,Koyun ve keçilerin karaciğerleri
020690990011,Koyun ve keçilerin karaciğerleri
020680990011,Koyun ve keçilerin karaciğerleri
411410100000,GÜDERİ (KOMBİNE DERİ DAHİL); KOYUN VE KUZULARDAN ELDE EDİLENLER
410510000000,"KOYUN VE KUZULARIN DABAKLANMIŞ DERİLERİ; YÜNÜ ALINMIŞ, YAŞ HALDE (WET-BLUE DAHİL)"
410229000000,Diğerleri
410221000000,KOYUN VE KUZULARIN HAM PİKLE DERİLERİ; YÜNÜ ALINMIŞ
150290900012,Koyun ve keçi yağları
411200000000,Koyun veya kuzuların dabaklama veya ara kurutmadan sonra ileri
411200000000,Koyun veya kuzuların dabaklama veya ara kurutmadan sonra ileri
040690500000,DİĞER PEYNİRLER; KOYUN VEYA MANDA SÜTÜNDEN YAPILAN VE SALAMURA İÇEREN KAPLARDA VEYA KOYUN VEYA KEÇİ DERİSİNDEN YAPILAN TULUML
021099210000,Kemikli
021099290000,Kemiksiz
020690100000,Eczacılık ürünlerinin imaline mahsus olanlar
020680100000,Eczacılık ürünlerinin imaline mahsus olanlar
010410800000,Diğerleri
010410100000,Damızlıklar
160290910019,Diğer hallerde olanlar
160290910011,Hava almayan kaplarda olanlar
020421000000,Karkas ve yarım karkas
020441000000,Karkas ve yarım karkas
020422500000,But veya yarım but
020442900000,Diğerleri
020422900000,Diğerleri
020442100000,Kısa ön çeyrekler
020422100000,Kısa ön çeyrekler
020442300000,Fileto veya sağrı (tam veya yarım)
020422300000,Fileto veya sağrı (tam veya yarım)
020443900000,Diğerleri
020423000000,Kemiksiz
430219800000,Diğerleri
410210900000,Diğerleri
060290470000,KOZALAKLI VE YAPRAK DÖKMEYEN AÇIKHAVA CANLI AĞAÇLARI; ÇIPLAK KÖKLERİYLE BİRLİKTE OLANLAR HARİÇ
060290470000,KOZALAKLI VE YAPRAK DÖKMEYEN AÇIKHAVA CANLI AĞAÇLARI; ÇIPLAK KÖKLERİYLE BİRLİKTE OLANLAR HARİÇ
960330900000,Kozmetik ürünlerinin tatbikinde kullanılan fırçalar
960330900000,Kozmetik ürünlerinin tatbikinde kullanılan fırçalar
961620000000,Kozmetik ürünlerinin veya tuvalet müstahzarlarının kullanılmasına
961620000000,Kozmetik ürünlerinin veya tuvalet müstahzarlarının kullanılmasına
070690100000,KÖK KEREVİZ (TAZE/SOĞUTULMUŞ)
070690100000,KÖK KEREVİZ (TAZE/SOĞUTULMUŞ)
060210100000,"Asma çelikleri, daldırmalar"
030253000000,Kömür balığı (Pollachius virens)
030365000000,Kömür balığı (Pollachius virens)
030444300000,Kömür balığı (Pollachius virens)
030473000000,Kömür balığı (Pollachius virens)
030473000000,Kömür balığı (Pollachius virens)
030444300000,Kömür balığı (Pollachius virens)
030365000000,Kömür balığı (Pollachius virens)
030253000000,Kömür balığı (Pollachius virens)
030495400000,Kömür balıkları (Pollachius virens)
160419930000,HAZIRLANMIŞ VEYA KONSERVE EDİLMİŞ KÖMÜR BALIKLARI (POLLACHİUS VİRENS); KIYILMAMIŞ (BÜTÜN/PARÇA HALİNDE)
030495400000,Kömür balıkları (Pollachius virens)
843031000000,Kendinden hareketli olanlar
843039000000,Diğerleri
030571000000,"KÖPEK BALIĞI YÜZGEÇLERİ; KURUTULMUŞ, TUZLANMIŞ VEYA SALAMURA EDİLMİŞ"
030292000000,Köpekbalığı yüzgeçleri
160418000000,Köpekbalığı yüzgeçleri
030392000000,KÖPEKBALIĞI YÜZGEÇLERİ; DONDURULMUŞ
160418000000,Köpekbalığı yüzgeçleri
030292000000,Köpekbalığı yüzgeçleri
842389201000,AĞIRLIK ÖLÇÜMÜNÜ ELEKTRONİK OLARAK YAPAN KÖPRÜ TİPİ BASKÜLLER; TARTMA KAPASİTESİ > 5000 KG
842389801000,Köprü tipi basküller
842389801000,Köprü tipi basküller
842619000012,Köprü vinçler
842619000012,Köprü vinçler
730810000000,DEMİR VEYA ÇELİKTEN KÖPRÜLER VE KÖPRÜ AKSAMI
761090100011,ALUMİNYUMDAN KÖPRÜLER VE KÖPRÜ AKSAMI
450410110000,AGLOMERE MANTARDAN KÖPÜKLÜ ŞARAP İÇİN TIPALAR VE TIKAÇLAR (SIZDIRMAZLIK HALKASI MANTARDAN OLANLAR DAHİL)
731816310000,Kör perçin somunu
731816400000,DEMİR/ÇELİKTEN (PASLANMAZ ÇELİK HARİÇ) DİŞ AÇILMIŞ KÖR PERÇİN SOMUNU
091091050000,Köri
091091050000,Köri
340510000019,Diğerleri
846729510000,"EL İLE KULLANILAN, HARİCİ BİR GÜÇ KAYNAĞI İLE ÇALIŞABİLEN, KENDİNDEN ELEKTRİK MOTORLU KÖŞE TAŞLAYICILAR"
481810101000,Kraft kağıdından
481810901000,Kraft kağıdından
030614100000,"Kral yengeci (Paralithodes camchaticus),Tabak yengeci (Chionoe"
030614100000,"Kral yengeci (Paralithodes camchaticus),Tabak yengeci (Chionoe"
871496300000,BİSİKLETLERE AİT KRANK DİŞLİLERİ
848310251000,KRANKLAR VE KRANK MİLLERİ (AÇIK KALIPTA DÖVÜLMÜŞ ÇELİKTEN OLANLAR); SİVİL HAVA TAŞITLARINDA KULLANILMAYA MAHSUS OLANLAR
848310259000,Diğerleri
848310211000,KRANKLAR VE KRANK MİLLERİ (DÖKME DEMİR VEYA ÇELİK DÖKÜMDEN OLANLAR); SİVİL HAVA TAŞITLARINDA KULLANILMAYA MAHSUS OLANLAR
848310219000,Diğerleri
848310291000,"KRANKLAR VE KRANK MİLLERİ (DÖKME DEMİRDEN, ÇELİK DÖKÜMDEN VEYA AÇIK KALIPTA DÖVÜLMÜŞ ÇELİKTEN OLANLAR HARİÇ); SİVİL HAVA TAŞI"
848310299000,Diğerleri
621510001000,Kravat imali için şekil verilerek kesilmiş parçalar
621520001000,Kravat imali için şekil verilerek kesilmiş parçalar
621590001000,Kravat imali için şekil verilerek kesilmiş parçalar
621590001000,Kravat imali için şekil verilerek kesilmiş parçalar
621510001000,Kravat imali için şekil verilerek kesilmiş parçalar
621520001000,Kravat imali için şekil verilerek kesilmiş parçalar
621590009000,Diğerleri
621510009000,Diğerleri
621520009000,Diğerleri
040140100012,Krema
040140900012,Krema
842111000000,Krema ayırıcılar (ekremözler)
842111000000,Krema ayırıcılar (ekremözler)
040140900012,Krema
040140100012,Krema
270791000000,Kreozot yağları
270791000000,Kreozot yağları
400129001000,Krep kauçuk
400129001000,Krep kauçuk
480890000011,Krepe edilmiş filtre kağıdı
480890000011,Krepe edilmiş filtre kağıdı
480300310000,Her bir katının m2. ağırlığı 25 gr. veya daha az olanlar
480300390000,Her bir katının m2. ağırlığı 25 gr'dan fazla olanlar
500720110000,"Ağartılmamış, temizlenmiş veya ağartılmış"
270799800011,Krezoller
290712001000,Krezoller
290712001000,Krezoller
270799800011,Krezoller
290712002000,Krezollerin tuzları
290712002000,Krezollerin tuzları
291829008911,"Krezotik asitler, tuzları ve esterleri"
291829008911,"Krezotik asitler, tuzları ve esterleri"
950669100000,Kriket ve polo topları
950669100000,Kriket ve polo topları
950699100000,Kriket veya polo malzemesi (toplar hariç)
950699100000,Kriket veya polo malzemesi (toplar hariç)
252410000000,KRİSİDOLİT
940511500011,Kristal avizeler
940519500011,Kristal avizeler
940511500011,Kristal avizeler
940519500011,Kristal avizeler
170199100011,KRİSTAL BEYAZ ŞEKER; İLAVE AROMA VEYA RENK VERİCİ MADDE İÇERENLER HARİÇ (KATI HALDE)
480640100000,"""Kristal"" denilen kağıt"
283620000012,Kristal sulu disodyum karbonat (çamaşır sodası )
283620000012,Kristal sulu disodyum karbonat (çamaşır sodası )
170199100011,KRİSTAL BEYAZ ŞEKER; İLAVE AROMA VEYA RENK VERİCİ MADDE İÇERENLER HARİÇ (KATI HALDE)
991900000017,Kriz hallerinde zarar görenlere gönderilen eşya
991900000017,Kriz hallerinde zarar görenlere gönderilen eşya
060314000000,Krizantemler
060314000000,Krizantemler
200819950039,Diğer krokanlar
261000000000,Krom cevherleri ve zenginleştirilmiş krom cevherleri
261000000000,Krom cevherleri ve zenginleştirilmiş krom cevherleri
281990100000,Krom dioksit
281990100000,Krom dioksit
811222000011,Krom döküntüleri
811222000011,Krom döküntüleri
281990900012,Krom hidroksitleri
281990900012,Krom hidroksitleri
811222000012,Krom hurdaları
811222000012,Krom hurdaları
281990900011,Krom III oksit ( dikrom trioksit ) ( krom yeşili ) ( krom seski oksit )
281990900011,Krom III oksit ( dikrom trioksit ) ( krom yeşili ) ( krom seski oksit )
284990500012,Krom karbür
284990500012,Krom karbür
690210001013,Krom magnezit ateş tuğlaları
690210001013,Krom magnezit ateş tuğlaları
283330009012,Krom potasyum sülfat ( krom şapı )
283330009012,Krom potasyum sülfat ( krom şapı )
283329202000,Krom sülfat
283329202000,Krom sülfat
811221900012,Krom tozları
811221900012,Krom tozları
281910000000,Krom trioksit
281910000000,Krom trioksit
902720000000,Kromatograflar ve elektroforez cihazları
902720000000,Kromatograflar ve elektroforez cihazları
811229000000,Diğerleri
690210001011,Kromit ateş tuğlaları
690210001011,Kromit ateş tuğlaları
690390901000,"KROMİTTEN ATEŞE DAYANIKLI DİĞER SERAMİK EŞYA (KARNİ, POTAFIRIN, KAPSÜL, TAPA, MESNET, KAL POTASI, KILIF, TÜP, BORU VE ÇUBUK G"
690390901000,"KROMİTTEN ATEŞE DAYANIKLI DİĞER SERAMİK EŞYA (KARNİ, POTAFIRIN, KAPSÜL, TAPA, MESNET, KAL POTASI, KILIF, TÜP, BORU VE ÇUBUK G"
910191000012,ELEKTRİKLE ÇALIŞAN KRONOMETRELER; ZARFLARI KIYMETLİ METALLER VEYA KIYMETLİ METALLERLE KAPLANMIŞ METALLERDEN OLANLAR
910199000012,Kronometreler
910291000012,ELEKTRİKLE ÇALIŞAN KRONOMETRELER; ZARFLARI KIYMETLİ METALLER VEYA KIYMETLİ METALLERLE KAPLANMIŞ METALLERDEN HARİÇ
910299000012,Kronometreler
910199000012,Kronometreler
910299000012,Kronometreler
252410000000,KRİSİDOLİT
291219009012,Krotonaldehit (2bütenal)
291219009012,Krotonaldehit (2bütenal)
291619400000,Krotonik asit
291619400000,Krotonik asit
410190001000,Krupon ve yarım krupon deriler
293090952000,Ksantatlar (ditiyokarbonatlar)
293090982000,KSANTATLAR (DİTİYOKARBONATLAR)
290244000000,KSİLEN İZOMERLERİ KARIŞIMLARI
290244000000,KSİLEN İZOMERLERİ KARIŞIMLARI
270799800012,Ksilenoller
290719100000,Ksilenoller ve tuzları
290719100000,Ksilenoller ve tuzları
270799800012,Ksilenoller
290410000013,Ksilensülfonik asitler ve tuzları
290410000013,Ksilensülfonik asitler ve tuzları
292149000011,"KSİLİDİNLER VE TÜREVLERİ, BUNLARIN TUZLARI"
292149000011,"KSİLİDİNLER VE TÜREVLERİ, BUNLARIN TUZLARI"
290549009010,Ksilitol
290549009010,Ksilitol
270730000000,Ksilol (ksilen)
270730000000,Ksilol (ksilen)
821300001012,Kuaför makasları
821300001012,Kuaför makasları
292390009019,Diğerleri
851830001000,KULAKLIKLAR VE BİR MİKROFON VE BİR VEYA DAHA FAZLA HOPARLÖR İÇEREN SETLER; SİVİL HAVA TAŞITLARI İÇİN
851830009000,Diğerleri
842620000000,Kule vinçler
842620000000,Kule vinçler
730820000000,DEMİR VEYA ÇELİKTEN KULELER VE PİLONLAR
761090100012,ALUMİNYUMDAN KULELER VE PİLONLAR
071440000000,Kulkas Kökü (Taro) (Colocasia spp.)
071440000000,Kulkas Kökü (Taro) (Colocasia spp.)
900653100000,GENİŞLİĞİ 35 MM OLAN RULO HALİNDEKİ FİLMLER İÇİN KULLANILIP ATILABİLİR (DİSPOZIBIL) FTOĞRAF MAKİNALARI
840734300000,KARA TAŞITLARI İÇİN KIVILCIM İLE ATEŞLEMELİ İÇTEN YANMALI DOĞRUSAL PİSTONLU KULLANILMIŞ MOTORLAR (PATLAMALI MOTOR); SİLİNDİR 
844313100000,Kullanılmış
401220009000,Diğerleri
630900000000,Kullanılmış giyim eşyası ve kullanılmış diğer eşya
630900000000,Kullanılmış giyim eşyası ve kullanılmış diğer eşya
480593200000,Kullanılmış kağıtlardan yapılmış olanlar
480593200000,Kullanılmış kağıtlardan yapılmış olanlar
480700300000,Kullanılmış kağıtlardan yapılmış olanlar (kağıt ile kaplanmış olsun olmasın)
630539001011,"AMBALAJ İÇİN SENTETİK VEYA SUNİ MADDELERDEN DİĞER TORBA VE ÇUVAL; ÖRME, KULLANILMIŞ"
630539002011,"AMBALAJ İÇİN SENTETİK VEYA SUNİ MADDELERDEN DİĞER TORBA VE ÇUVAL; DOKUNMAMIŞ MENSUCATTAN, KULLANILMIŞ"
630539009011,AMBALAJ İÇİN SENTETİK VEYA SUNİ MADDELERDEN DİĞER TORBA VE ÇUVAL; KULLANILMIŞ
730210900000,DEMİR VEYA ÇELİKTEN DEMİRYOLU VE TRAMVAY HATTI İÇİN RAYLAR; KULLANILMIŞ OLANLAR
870121900000,Kullanılmış olanlar
870122900000,Kullanılmış olanlar
870123900000,Kullanılmış olanlar
870124900000,Kullanılmış olanlar
