GTIP KODU,AÇIKLAMASI
853120200000,Işık veren diyod tertibatlı olanlar (LED)
854141000000,Işık yayan diyodlar (LED)
847160709013,Işıklı kalem
840130000000,Işınlanmamış yakıt elemanları (kartuşlar)
330129710000,Itır çiçeği ( germenyum)'den; yaseminden;güve otu (vetiver)'dan
851660700000,Izgaralar ve kızartma cihazları
731816990000,İç çapı 12 mm. yi geçenler
731816920000,İç çapı 12 mm. yi geçmeyenler
080112000000,İç kabuklu (endokarp)
847751000013,İç lastiğin dökümüne mahsus makinalar
650700000011,İç şeritler
640351050000,"İç tabanı olmayan, ahşap mesnet veya platform üzerine yapılmış olanlar"
640359050000,"İç tabanı olmayan, ahşap mesnet veya platform üzerine yapılmış olanlar"
640391050000,"İç tabanı olmayan, ahşap mesnet veya platform üzerine yapılmış olanlar"
640399050000,"İç tabanı olmayan, ahşap mesnet veya platform üzerine yapılmış olanlar"
640299910000,İç tabanının uzunluğu 24 cm. den az olanlar
731021190000,İçecekler için konserve kutuları
842122000000,İçeceklerin (su hariç) filtre edilmesine veya arıtılmasına mahsus
843880910000,İçeceklerin hazırlanmasına veya imaline mahsus makina ve cihazlar
330210401000,İçeceklerin imalinde kullanılan türden esası koku verici maddeler
040320530000,"İçerdiği katı süt yağı oranı ağırlık itibariyle % 1,5' i geçen fakat"
040390730000,"İçerdiği katı süt yağı oranı ağırlık itibariyle % 1,5'i geçen fakat"
040320510000,"İçerdiği katı süt yağı oranı ağırlık itibariyle % 1,5'i geçmeyenler"
040390710000,"İçerdiği katı süt yağı oranı ağırlık itibariyle % 1,5'i geçmeyenler"
040320590000,İçerdiği katı süt yağı oranı ağırlık itibariyle % 27'yi geçenler
040390790000,İçerdiği katı süt yağı oranı ağırlık itibariyle % 27'yi geçenler
040320930000,İçerdiği katı süt yağı oranı ağırlık itibariyle % 3'ü geçen fakat
040390930000,İçerdiği katı süt yağı oranı ağırlık itibariyle % 3'ü geçen fakat
040320910000,İçerdiği katı süt yağı oranı ağırlık itibariyle % 3'ü geçmeyenler
040390910000,İçerdiği katı süt yağı oranı ağırlık itibariyle % 3'ü geçmeyenler
040320990000,İçerdiği katı süt yağı oranı ağırlık itibariyle % 6'yı geçenler
040390990000,İçerdiği katı süt yağı oranı ağırlık itibariyle % 6'yı geçenler
040390130000,"İçerdiği katı yağ oranı ağırlık itibariyle % 1,5'i geçen fakat"
040390330000,"İçerdiği katı yağ oranı ağırlık itibariyle % 1,5'i geçen fakat"
040410040000,"İçerdiği katı yağ oranı ağırlık itibariyle % 1,5'i geçen fakat"
040410140000,"İçerdiği katı yağ oranı ağırlık itibariyle % 1,5'i geçen fakat"
040410280000,"İçerdiği katı yağ oranı ağırlık itibariyle % 1,5'i geçen fakat"
040410360000,"İçerdiği katı yağ oranı ağırlık itibariyle % 1,5'i geçen fakat"
040410520000,"İçerdiği katı yağ oranı ağırlık itibariyle % 1,5'i geçen fakat"
040410580000,"İçerdiği katı yağ oranı ağırlık itibariyle % 1,5'i geçen fakat"
040410740000,"İçerdiği katı yağ oranı ağırlık itibariyle % 1,5'i geçen fakat"
040410820000,"İçerdiği katı yağ oranı ağırlık itibariyle % 1,5'i geçen fakat"
040490230000,"İçerdiği katı yağ oranı ağırlık itibariyle % 1,5'i geçen fakat"
040490830000,"İçerdiği katı yağ oranı ağırlık itibariyle % 1,5'i geçen fakat"
040390110000,"İçerdiği katı yağ oranı ağırlık itibariyle % 1,5'i geçmeyenler"
040390310000,"İçerdiği katı yağ oranı ağırlık itibariyle % 1,5'i geçmeyenler"
040410020000,"İçerdiği katı yağ oranı ağırlık itibariyle % 1,5'i geçmeyenler"
040410120000,"İçerdiği katı yağ oranı ağırlık itibariyle % 1,5'i geçmeyenler"
040410260000,"İçerdiği katı yağ oranı ağırlık itibariyle % 1,5'i geçmeyenler"
040410340000,"İçerdiği katı yağ oranı ağırlık itibariyle % 1,5'i geçmeyenler"
040410480000,"İçerdiği katı yağ oranı ağırlık itibariyle % 1,5'i geçmeyenler"
040410720000,"İçerdiği katı yağ oranı ağırlık itibariyle % 1,5'i geçmeyenler"
040410780000,"İçerdiği katı yağ oranı ağırlık itibariyle % 1,5'i geçmeyenler"
040490210000,"İçerdiği katı yağ oranı ağırlık itibariyle % 1,5'i geçmeyenler"
040490810000,"İçerdiği katı yağ oranı ağırlık itibariyle % 1,5'i geçmeyenler"
040490290000,İçerdiği katı yağ oranı ağırlık itibariyle % 27' yi geçenler
040390190000,İçerdiği katı yağ oranı ağırlık itibariyle % 27'yi geçenler
040390390000,İçerdiği katı yağ oranı ağırlık itibariyle % 27'yi geçenler
040410060000,İçerdiği katı yağ oranı ağırlık itibariyle % 27'yi geçenler
040410160000,İçerdiği katı yağ oranı ağırlık itibariyle % 27'yi geçenler
040410320000,İçerdiği katı yağ oranı ağırlık itibariyle % 27'yi geçenler
040410380000,İçerdiği katı yağ oranı ağırlık itibariyle % 27'yi geçenler
040410540000,İçerdiği katı yağ oranı ağırlık itibariyle % 27'yi geçenler
040410620000,İçerdiği katı yağ oranı ağırlık itibariyle % 27'yi geçenler
040410760000,İçerdiği katı yağ oranı ağırlık itibariyle % 27'yi geçenler
040410840000,İçerdiği katı yağ oranı ağırlık itibariyle % 27'yi geçenler
040490890000,İçerdiği katı yağ oranı ağırlık itibariyle % 27'yi geçenler
040320130000,İçerdiği katı yağ oranı ağırlık itibariyle % 3'ü geçen fakat
040320330000,İçerdiği katı yağ oranı ağırlık itibariyle % 3'ü geçen fakat
040390530000,İçerdiği katı yağ oranı ağırlık itibariyle % 3'ü geçen fakat
040390630000,İçerdiği katı yağ oranı ağırlık itibariyle % 3'ü geçen fakat
040390510000,İçerdiği katı yağ oranı ağırlık itibariyle % 3'ü geçmeyenler
040390610000,İçerdiği katı yağ oranı ağırlık itibariyle % 3'ü geçmeyenler
040320390000,İçerdiği katı yağ oranı ağırlık itibariyle % 6 'yı geçenler
040320190000,İçerdiği katı yağ oranı ağırlık itibariyle % 6'yı geçenler
040390590000,İçerdiği katı yağ oranı ağırlık itibariyle % 6'yı geçenler
040390690000,İçerdiği katı yağ oranı ağırlık itibariyle % 6'yı geçenler
040291300000,İçerdiği katı yağ oranı ağırlık itibariyle % 8' i geçen fakat % 10'u
040291100000,İçerdiği katı yağ oranı ağırlık itibariyle % 8' i geçmeyenler
040299100000,"İçerdiği katı yağ oranı ağırlık itibariyle % 9,5' i geçmeyenler"
040520100000,İçerdiği katı yağ oranı ağırlık itibariyle %39 veya daha fazla fakat %60'dan
040520300000,İçerdiği katı yağ oranı ağırlık itibariyle %60 veya daha fazla fakat %75' den
040520900000,İçerdiği katı yağ oranı ağırlık itibariyle %75' den fazla fakat %80' den
040590100000,"İçerdiği katı yağ oranı ağırlık itibariyle %99,3 veya daha fazla ve içerdiği su"
040630900000,"İçerdiği katı yağ oranı, ağırlık itibariyle, % 36' yı geçenler"
040410560000,"İçerdiği katı yağı oranı ağırlık itibariyle % 1,5'i geçmeyenler"
740710000011,İçi boş profiller
750511001000,İçi boş profiller
750512001000,İçi boş profiller
760421000000,İçi boş profiller
790400001000,İçi boş profiller
800300001000,İçi boş profiller
740710000012,İçi dolu profiller
750511009011,İçi dolu profiller
750512009011,İçi dolu profiller
790400009011,İçi dolu profiller
660191000000,İçiçe girebilen milleri olanlar
261210100000,İçinde ağırlık itibariyle % 5'ten fazla uranyum bulunan uranyum
852872300000,İçinde resim tüpü olanlar
271012500000,"İçindeki kurşun miktarı litrede 0,013 gramı geçenler"
950300410000,İçleri doldurulmuş olanlar
220190000011,İçme suyu
842123000000,İçten yanmalı motorlar için yağ ve yakıt filtreleri
842132000000,İçten yanmalı motorlardan çıkan egzoz gazlarını arıtmak veya filtrelemek için
392690979010,İdrar ve kolostomi torbaları
844833000000,"İğler, kelebekler, döner bilezikler ve açık ağızlı bilezikler"
848240000000,İğne makaralı yataklar (rulmanlar) (kafes ve iğne makara montajları dahil)
440111000000,İğne yapraklı ağaçlar
440121000000,İğne yapraklı ağaçlar
470311000000,İğne yapraklı ağaçlardan
470321000000,İğne yapraklı ağaçlardan
470411000000,İğne yapraklı ağaçlardan
470421000000,İğne yapraklı ağaçlardan
441819500000,İğne yapraklı ağaçlardan olanlar
060420400000,İğne yapraklı ağaçların dalları
440112000000,İğne yapraklı olmayan ağaçlar
440420000000,İğne yapraklı olmayanlar
440612000000,İğne yapraklı olmayanlar
440692000000,İğne yapraklı olmayanlar
440410000000,İğne yapraklılar
440611000000,İğne yapraklılar
440691000000,İğne yapraklılar
700800810000,"İki camı levhadan müteşekkil olup, birbirinden bir hava tabakası veya"
848410000011,İki metal tabaka arasında sıkıştırılmış amyantlı contalar
901819100000,İki veya daha fazla parametrenin eşzamanlı olarak takibi için izleme
480519100000,İkincil elyaf (Wellenstoff)
392690979011,İlaç ölçü kaşıkları
130211001000,İlaç sanayiinde kullanılanlar
130219701000,İlaç sanayiinde kullanılanlar
330190211100,İlaç sanayiinde kullanılanlar
170220100000,İlave aroma veya renk verici maddeler içeren katı haldeki akça
170191000000,İlave aroma veya renk verici maddeler içerenler
180632100000,"İlave hububat, meyva veya sert kabuklu meyva içerenler"
200880500000,İlave şeker içeren ve net muhtevası 1 kg.ı geçen ambalajlarda olanlar
200880700000,İlave şeker içeren ve net muhtevası 1 kg.ı geçmeyen
200893910000,"İlave şeker içeren, net muhtevası 1 kg.ı geçen ambalajlarda olanlar"
200893930000,"İlave şeker içeren, net muhtevası 1 kg.ı geçmeyen ambalajlarda olanlar"
200931110000,İlave şeker içerenler
200931510000,İlave şeker içerenler
200931910000,İlave şeker içerenler
200939310000,İlave şeker içerenler
200941920000,İlave şeker içerenler
200950100000,İlave şeker içerenler
200971200000,İlave şeker içerenler
200990410000,İlave şeker içerenler
200990510000,İlave şeker içerenler
200820900000,İlave şeker içermeyenler
200830900000,İlave şeker içermeyenler
200840900000,İlave şeker içermeyenler
200880900000,İlave şeker içermeyenler
200893990000,İlave şeker içermeyenler
200931190000,İlave şeker içermeyenler
200931590000,İlave şeker içermeyenler
200931990000,İlave şeker içermeyenler
200939390000,İlave şeker içermeyenler
200939590000,İlave şeker içermeyenler
200939990000,İlave şeker içermeyenler
200941990000,İlave şeker içermeyenler
200949990000,İlave şeker içermeyenler
200971990000,İlave şeker içermeyenler
200989690000,İlave şeker içermeyenler
200990790000,İlave şeker içermeyenler
300650000000,İlk yardım kutuları ve setleri
901780109011,İmali bitirilmemiş veya aksamı tamamlanmamış şerit metreler
292690700017,İminodiasetonitril
293399209013,İmipramin hidroklorür
200520200000,"İnce dilimler halinde, kızartılmış veya fırında pişirilmiş (tuzlanmış"
510910100012,İnce hayvan kılından iplikler
510910900012,İnce hayvan kılından iplikler
340120100000,"İnce parça, pul, granül veya toz halinde olanlar"
760320000012,İnce pullar
790390000012,İnce pullar
790310000000,İnce tozlar
810890600000,İnce ve kalın borular
200811910010,İnce zarı alınmış olanlar
200811960010,İnce zarı alınmış olanlar
200811980010,İnce zarı alınmış olanlar
911390003000,"İnci, kıymetli taş; sentetik veya terkip yoluyla elde edilen taşlardan"
901890840015,İndeflatör
811292810000,İndiyum
293399201011,İndol ve tuzları
293399809021,İndolasetik asit
293399809022,İndolbutirik asit
010221300000,İnekler
360320000000,İnfilak fitilleri
360340000000,İnfilak kapsülleri
120925900000,İngiliz çimi (Lolium perenne L.)
880720000000,İniş takımları ve bunların aksam ve parçaları
290613900000,İnositoller
291990009015,İnozitolhekzafosforik asit ( fitik asit)
350211100000,İnsan gıdası olarak kullanılmaya elverişli olmayan veya elverişsiz
350219100000,İnsan gıdası olarak kullanılmaya elverişli olmayan veya elverişsiz
040811200000,İnsan gıdası olarak kullanılmaya elverişli olmayanlar
040819200000,İnsan gıdası olarak kullanılmaya elverişli olmayanlar
040891200000,İnsan gıdası olarak kullanılmaya elverişli olmayanlar
040899200000,İnsan gıdası olarak kullanılmaya elverişli olmayanlar
350220100000,İnsan gıdası olarak kullanılmaya elverişli olmayanlar veya elverişsiz
350290200000,İnsan gıdası olarak kullanılmaya elverişli olmayanlar veya elverişsiz
071410000011,"İnsan gıdası olarak kullanılmaya elverişli,net muhtevası 28 kg.ı"
300290100000,İnsan kanı
300120100000,İnsan menşeli olanlar
300190200000,İnsan menşeli olanlar
970521000000,İnsan örnekleri ve bunların parçaları
050100000000,"İnsan saçı (işlenmemiş, yıkanmış veya yağı alınmış olsun"
650500903000,İnsan saçından olanlar
842810209011,İnsan taşımaya mahsus olanlar
250100910000,İnsanların tüketimine mahsus tuz
300331000000,İnsülin içerenler
300431000000,İnsülin içerenler
730890590011,İnşaat aksamı
441899000013,İnşaat kalıpları
681091000000,İnşaat mühendisliği ve bina yapımı için prefabrik yapı elemanları
382499700000,İnşaat sanayiinde kullanılan yanmayı ve su geçirmeyi önleyen
540412000011,İnşaatta kullanılanlar
550340000011,İnşaatta kullanılanlar
902139900011,İnterokiler lensler
110820000000,İnülin
170260800000,İnülin şurubu
170290800000,İnülin şurubu
847990209011,"İp, halat ve kablo makinalarına ait olanlar"
847990709011,"İp, halat ve kablo makinalarına ait olanlar"
847940000000,"İp, halat veya kablo yapma makinaları"
051199851000,İpek böceği yumurtaları
560490902000,İpek döküntülerinden elde edilen iplikler
560490909011,İpek ipliğinden katgüt taklitleri; ipek böceği guddesinden elde edilen
610439000011,İpek ve ipek döküntülerinden
620590800011,İpek ve ipek döküntülerinden
610329000012,İpek veya ipek döküntülerinden
610690300000,İpek veya ipek döküntülerinden
591120000011,İpekten
590500901011,İpekten olanlar
591131190011,İpekten olanlar
580300300000,İpekten ve ipek döküntüsünden
620610000000,İpekten veya ipek döküntülerinden
621410000000,İpekten veya ipek döküntülerinden
580190900011,"İpekten, buretten ve diğer ipek döküntülerinden olanlar"
580610000012,"İpekten, buretten veya diğer ipek döküntülerinden olanlar"
510320000010,İplik döküntüleri
761699909011,"İplik ve dokuma sanayi için masuralar, makaralar, bobinler ve"
844010300000,"İplikle dikmeye, tel ile dikmeye, tel zımba ile birleştirmeye mahsus"
681280901000,İplikler
701963000000,"İpliklerden kapalı dokuma mensucat, düz dokumalar (kaplanmamış"
701964000000,"İpliklerden kapalı dokuma mensucat, düz dokumalar (kaplanmış"
293339100011,İproniazit
081040500000,İri meyvalı bataklık yaban mersini ( Vaccinium macrocarpan)
280300009011,İskarası
730840000000,"İskele kurmaya ve beton kalıplamaya, destek vurmaya veya maden direkleri"
292990900021,İsoaminil siklamat
292690700023,İsoaminil sitrat
292239000015,İsomethadone
292090701913,İsosorbit dinitrat
152190100000,İspermeçet (rafine edilmiş veya boyanmış olsun olmasın)
160530100000,"İstakoz eti (pişirilmiş) (istakoz yağı veya istakoz ezmesi, patesi,"
030611100000,İstakoz kuyrukları
852691800011,İstikamet bulucular
160551000000,İstiridyeler
820770900011,İş gören kısımları adi metallerden olanlar
820780900011,İş gören kısımları adi metallerden olanlar
820750700000,İş gören kısımları diğer maddelerden
820719100000,İş gören kısımları elmas veya aglomere edilmiş elmastan olanlar
820720100000,İş gören kısımları elmastan veya aglomere edilmiş elmastan olanlar
820760100000,İş gören kısımları elmastan veya aglomere edilmiş elmastan olanlar
820770900012,İş gören kısımları elmastan veya aglomere edilmiş elmastan olanlar
820780900012,İş gören kısımları elmastan veya aglomere edilmiş elmastan olanlar
820790100000,İş gören kısımları elmastan veya aglomere edilmiş elmastan olanlar
820750500000,İş gören kısımları sermetlerden
820770100000,İş gören kısımları sermetlerden
820780110000,İş gören kısımları sermetlerden
820713000000,İş gören kısımları sermetlerden olanlar
820770900013,İş gören kısımları sermetlerden olanlar
820780900013,İş gören kısımları sermetlerden olanlar
820750600000,İş gören kısımları yüksek hız çeliğinden
820231000000,İş gören kısmı çelikten olanlar:
360490000011,İşaret fişekleri
820750100000,İşgören kısımları elmastan veya aglomere edilmiş elmastan olanlar
902140000000,"İşitme engellilerin işitmesini kolaylaştırmaya yarayan cihazlar (aksam,"
902190100000,"İşitme engellilerin işitmesini kolaylaştırmaya yarayan cihazların aksam, parça"
844790000011,İşleme makinaları
846520000000,İşleme merkezleri
040690010000,İşleme tabi tutulacak olanlar
050510100000,İşlenmemiş
051199310000,İşlenmemiş
811300200000,İşlenmemiş
811010000000,İşlenmemiş antimon; tozlar
811212000011,İşlenmemiş berilyum
810610100011,İşlenmemiş bizmut
810690100011,İşlenmemiş bizmut
790111001011,İşlenmemiş elektrolitik olan külçe çinko
790112101011,İşlenmemiş elektrolitik olan külçe çinko
790111001012,İşlenmemiş elektrolitik olmayan külçe çinko
790112101012,İşlenmemiş elektrolitik olmayan külçe çinko
710700000011,İşlenmemiş gümüş kaplamalı metaller
811269100000,İşlenmemiş kadmiyum; tozlar
811221900011,İşlenmemiş krom
811100110000,İşlenmemiş manganez; tozlar
810294000000,İşlenmemiş molibden (sadece sinterleme yoluyla elde edilen çu
710110000011,İşlenmemiş olanlar
710121000000,İşlenmemiş olanlar
710691000000,İşlenmemiş olanlar
811251000011,İşlenmemiş talyum
810320000000,İşlenmemiş tantal (sadece sinterleme yoluyla elde edilen çubuk
810820000000,İşlenmemiş titanyum; tozlar
810194000000,İşlenmemiş tungsten (sadece sinterleme yoluyla elde edilen
710221000000,"İşlenmemiş veya basit bir şekilde kesilmiş,yarılmış veya yontulmuş"
710231000000,"İşlenmemiş veya basit bir şekilde kesilmiş,yarılmış veya yontulmuş"
711011000000,İşlenmemiş veya pudra halinde
711021000000,İşlenmemiş veya pudra halinde olanlar
711031000000,İşlenmemiş veya pudra halinde olanlar
711041000000,İşlenmemiş veya pudra halinde olanlar
441011100000,İşlenmemiş veya sadece zımparalanmış fakat daha ileri bir işlem görmemiş
441012100000,İşlenmemiş veya sadece zımparalanmış fakat daha ileri bir işlem görmemiş
811231000011,İşlenmemiş; tozlar
284410300000,İşlenmiş (EURATOM)
681299100000,İşlenmiş amyant (lif halinde); amyant veya amyant ve magnezyum
420239005000,"İşlenmiş bağa, sedef, fildişi, kemik, her nevi boynuz, mercan (tabii"
420299005000,"İşlenmiş bağa, sedef, fildişi, kemik, her nevi boynuz, mercan (tabii"
711790004013,İşlenmiş bağadan olanlar
811219000011,İşlenmiş berilyum
960110000000,İşlenmiş fildişi ve fildişinden eşya
711790004014,İşlenmiş fildişinden olanlar
711790004016,İşlenmiş kemikten olanlar
681280100000,İşlenmiş lifler; amyant veya magnezyum karbonat ve amyant esaslı karışımlar
960200009014,İşlenmiş lületaşı ve mamulleri
710110000012,İşlenmiş olanlar
710122000000,İşlenmiş olanlar
711790004015,İşlenmiş sedeften olanlar
420239006000,İşlenmiş yontulmaya elverişli bitkisel ve mineral maddelerden olanlar
420299006000,İşlenmiş yontulmaya elverişli bitkisel ve mineral maddelerden olanlar
120925100000,İtalyan çimi (westerwold dahil) (Lolium multiflorum Lam.)
870530000000,İtfaiye taşıtları
843061000011,İtilen ve çekilen yol silindirleri
293349100012,İyodklorhidrokin (5klor8hidroksi7iyodkinolin )
290369800014,İyodoform
392099530000,İyon değiştirici membranlar (kloralkali elektrolitik pillerde kullanıl
340242000000,İyonlu olmayanlar
230990969012,İz mineral maddeler
841710000013,İzabe fırınları
293379000011,İzatin
293220909012,İzoaskorbikasit
290619002012,İzoborneol
291539009116,İzobornil asetat
293349900014,İzobutilkinolin
291560190012,İzobutirik asit
400231000000,İzobüten İzopren (butil) kauçuk (IRR)
290514900011,İzobütil alkol
291539009200,İzobütil asetat
290519009012,İzodesil alkol
290919900017,İzofloran (HFE235da2)
291739859011,İzoftalik asit tuzları ve esterleri
292690200000,İzoftalonitril
170230100000,İzoglikoz
170240100000,İzoglikoz
170260100000,İzoglikoz
170290300000,İzoglikoz
210690300000,İzoglikoz şurupları
293349900012,İzokinolin
730890510000,İzole edilmiş iki oluklu sacdan müteşekkil kaplamalıklar
730890980012,İzole edilmiş tek veya çift cidarlı metalik doğalgaz baca sistemi
294000000014,İzomalt
292990900011,İzonitreller (karbilaminler)
290519009014,İzononil alkol
290516850011,İzooktanol
291539003013,İzopentil asetat
400260000000,İzopren kauçuk (IR)
290512000012,İzopropil alkol
291570409014,İzopropil palmitat
291570501012,İzopropil stearat
292119990021,İzopropilamin
292119990022,İzopropilamin hidroklorür
292119990029,İzopropilaminin diğer tuzları
293349900015,İzopropilkinolin
292421000011,İzoproturon (ISO)
293291000000,İzosafrol
860691800011,İzoterm vagonlar
291560909012,İzovalerik asit
521149100000,Jakar mensucat
846290900011,Jant düzeltme makinaları
870870500013,Jantlar
870870990013,Jantlar
871492100000,Jantlar
040690390000,Jarlsberg
291429000013,Jasmon
350300101000,Jelatin
960200001000,Jelatin kapsüller
350300102000,Jelatin türevleri
850131001012,Jeneratörler
850131009012,Jeneratörler
851539180000,"Jeneratörlerle veya rotatif konvertörlerle veya statik konvertörlerle,"
901580401011,Jeodezi alet ve cihazları
901580409011,Jeodezi alet ve cihazları
901580200012,Jeofiziğe ait alet ve cihazlar
291539009115,Jeranil asetat
220820160000,Jerez brendisi
071233000000,Jöle mantarı (Tremella spp.)
210690980014,Jöleler
560490903000,Jüt iplikleri veya dokumaya elverişli bitkilerden ve ağaç iç kabuğundan elde
530310000000,Jüt ve bitki iç kabuklarının dokumaya elverişli diğer lifleri
580300903000,Jütten
590500500000,Jütten
630510102000,Jütten
630510903000,Jütten
570210001000,Jütten ve hindistan cevizi (koko) liflerinden kilimler
510330000000,Kaba hayvan kılı döküntüleri
510540000000,Kaba hayvan kılları (karde edilmiş veya taranmış)
560229000011,Kaba hayvan kıllarından
230990961000,"Kaba yonca suyundan termik işlem yoluyla elde edilen, yeşil renkteki"
071290900017,Kabak
120991800011,Kabak tohumu
300241902012,Kabakulak aşısı
420310000023,"Kaban, Mont, Ceket"
620130100013,Kabanlar
620130900013,Kabanlar
620140100013,Kabanlar
620140900013,Kabanlar
620230100013,Kabanlar
620230900013,Kabanlar
620240100013,Kabanlar
620240900013,Kabanlar
620290000013,Kabanlar
851821000000,Kabinine monte edilmiş tek hoparlör
441510900000,Kablo makaraları
732690500000,"Kablo, boru ve benzerleri için bobinler"
852692009014,Kablosuz ateşleme/tetikleme sistemleri
854370900016,Kablosuz ateşleme/tetikleme sistemleri
041090000011,Kablumbağa yumurtaları
110422400000,"Kabuğu veya kavuzu çıkarılmış, dilimlenmiş veya iri parçalar"
110423400000,"Kabuğu veya kavuzu çıkarılmış, dilimlenmiş veya iri parçalar"
110429040000,"Kabuğu veya kavuzu çıkarılmış, dilimlenmiş veya iri parçalar"
110429170000,"Kabuğu veya kavuzu çıkarılmış, dilimlenmiş veya iri parçalar halinde"
440220000000,Kabuk veya sert kabuklu meyvelerin kabuklarından olanlar
382499450000,Kabuklanmayı önleyici bileşikler ve benzerleri
440149100000,"Kabuklar ve üretim döküntüleri, artıklar, kusurlular ve kalıntılar"
121299410000,"Kabukları soyulmamış, ezilmemiş veya öğütülmemiş"
070810000011,Kabuklu
080121000000,Kabuklu
080131000000,Kabuklu
080221000000,Kabuklu
080231000000,Kabuklu
080241000000,Kabuklu
080251000000,Kabuklu
080261000000,Kabuklu
120241000000,Kabuklu
070890000011,Kabuklu baklagiller
843860000013,Kabuklu yemişlerin hazırlanmasına mahsus makina ve cihazlar
070810000012,Kabuksuz
080122000000,Kabuksuz
080132000000,Kabuksuz
080222000000,Kabuksuz
080232000000,Kabuksuz
080242000000,Kabuksuz
080252000000,Kabuksuz
080262000000,Kabuksuz
120242000000,Kabuksuz (kırılmış olsun olmasın)
070890000012,Kabuksuz baklagiller
611596910000,Kadın çorapları
640299980000,Kadınlar için
640351190000,Kadınlar için
640351990000,Kadınlar için
640359390000,Kadınlar için
640359500012,Kadınlar için
640359990000,Kadınlar için
640391180000,Kadınlar için
640391980000,Kadınlar için
640399380000,Kadınlar için
640399980000,Kadınlar için
611011900000,Kadınlar ve kız çocuklar için
611012900000,Kadınlar ve kız çocuklar için
611019900000,Kadınlar ve kız çocuklar için
611020990000,Kadınlar ve kız çocuklar için
611030990000,Kadınlar ve kız çocuklar için
620432900013,Kadifeden olanlar
620442000013,Kadifeden olanlar
620452000013,Kadifeden olanlar
620520000013,Kadifeden olanlar
620630000013,Kadifeden olanlar
620630000023,Kadifeden olanlar
283719009017,"Kadmiyum (di, tri, tetra) siyanürler"
282739852014,Kadmiyum klorür
283429202000,Kadmiyum nitrat
283410004011,Kadmiyum nitrit
282749903011,Kadmiyum oksiklorür
282590600000,Kadmiyum oksit
283719002011,Kadmiyum siyanür
283329201000,Kadmiyum sülfat
911430000000,Kadranlar
293930000011,Kafein
293930000012,Kafein tuzları
090111000000,Kafeini alınmamış
090121000000,Kafeini alınmamış
090112000000,Kafeini alınmış
090122000000,Kafeini alınmış
291479001000,Kafuru bromür (bromkamfor)
291479002000,Kafuru sülfonik asit sodyum tuzu
844313340000,"Kağıt ebadı 53x75 cm.yi geçen, fakat 75x107 cm. yi geçmeyenler"
844313320000,Kağıt ebadı 53x75 cm.yi geçmeyenler
844313380000,Kağıt ebadı 75x107 cm.yi geçenler
844140000000,"Kağıt hamuru, kağıt veya kartondan kalıplama suretiyle eşya"
961900711000,"Kağıt hamurundan, kağıttan, selüloz vatka veya selüloz liflerden olanlar"
961900751000,"Kağıt hamurundan, kağıttan, selüloz vatka veya selüloz liflerden olanlar"
961900791000,"Kağıt hamurundan, kağıttan, selüloz vatka veya selüloz liflerden olanlar"
961900811000,"Kağıt hamurundan, kağıttan, selüloz vatka veya selüloz liflerden olanlar"
961900891000,"Kağıt hamurundan, kağıttan, selüloz vatka veya selüloz liflerden olanlar"
380590909012,Kağıt imalinden arta kalan bisülfitli esans
380510900000,Kağıt imalinden arta kalan sülfatlı esans
580300905000,Kağıt ipliğinden
590500903100,Kağıt ipliğinden mensucattan olanlar
530890500000,Kağıt iplikleri
844010100000,Kağıt katlama makinaları
820890000011,Kağıt kesmeye mahsus olanlar
591131110000,Kağıt makinalarında kullanılan türden sentetik liflerden dokunmuş
591132110000,"Kağıt makinalarında kullanılan türden, üzerine dolgu tabakası iğnelenmiş,"
842010300000,Kağıt sanayiinde kullanılan türden olanlar
844010200000,Kağıt ve formaları harmanlamaya mahsus makina ve cihazlar
481160001000,Kağıt veya karton esaslı yer kaplamaları (ölçüsüne göre kesilmiş olsun olmasın)
481190002000,Kağıt veya karton esaslı yer kaplamaları (ölçüsüne göre kesilmiş olsun olmasın)
482390853000,Kağıt veya karton esaslı yer kaplamaları (ölçüsüne göre kesilmiş olsun olmasın)
481110001000,Kağıt veya karton esaslı yer kaplamaları(ölçüsüne göre kesilmiş olsun olmasın)
481151001000,Kağıt veya karton esaslı yer kaplamaları(ölçüsüne göre kesilmiş olsun olmasın)
481159001000,Kağıt veya karton esaslı yer kaplamaları(ölçüsüne göre kesilmiş olsun olmasın)
843920000000,Kağıt veya karton imaline mahsus makina ve cihazlar
481730000000,"Kağıt veya kartondan kutular, poşetler ve benzeri diğer zarflar"
481930001000,Kağıt veya kartondan olanlar
481950001000,Kağıt veya kartondan olanlar
481960001000,Kağıt veya kartondan olanlar
843930000000,Kağıt veya kartonların finisajına mahsus makina ve cihazlar
481920000011,Kağıt veya kartonun m2. ağırlığı 600 gr. dan az olanlar
481920000019,Kağıt veya kartonun m2. ağırlığı 600 gr. veya daha fazla olanlar
853225000000,Kağıt veya plastik dielektrikli kondansatörler
440399001000,Kağıtlık odun
843890001000,Kahve çekirdeklerinin kabuklarını soymaya veya çıkarmaya mahsus
090190100000,Kahve kabuk ve kapçıkları
190410101000,Kakao içerenler
190410301000,Kakao içerenler
190410901000,Kakao içerenler
190420911000,Kakao içerenler
190420951000,Kakao içerenler
190420991000,Kakao içerenler
190490101000,Kakao içerenler
190490801000,Kakao içerenler
210500101000,Kakao içerenler
210500911000,Kakao içerenler
210500991000,Kakao içerenler
180620800000,Kakao ile kaplanmış olanlar
